,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
0,70.1754385965,70.1754385965,1596.20799821,1596.20799821,,0.0,0.0,0.0,56.0,10.0,return,255.210678779,-5.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,471295.147775,469974.305372,1.0
1,71.0843373494,71.0843373494,1194.95439986,1194.95439986,,0.0,1.0,0.0,82.0,36.0,lctrl,35.8855085215,10.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,531545.804233,530213.508413,1.0
2,67.7083333333,67.7083333333,1094.43098467,1094.43098467,,0.0,0.0,0.0,95.0,49.0,lctrl,219.24578315,-5.0,return,88.0,0.0,True,88.0,0.0,447566.739425,562746.161549,561461.599365,1.0
3,63.0630630631,63.0630630631,969.603431358,969.603431358,,1.0,1.0,0.0,110.0,64.0,return,131.827876863,-10.0,return,88.0,0.0,True,88.0,0.0,447566.739425,625096.850263,623764.219683,1.0
4,65.2892561983,65.2892561983,1067.93915315,1067.93915315,,1.0,1.0,0.0,120.0,74.0,lctrl,316.929660055,0.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,666407.321085,665171.987262,1.0
5,64.6153846154,64.6153846154,1004.65324406,1004.65324406,,1.0,0.0,0.0,129.0,83.0,lctrl,190.518136871,5.0,return,88.0,0.0,True,88.0,0.0,447566.739425,685997.538859,684739.169742,1.0
6,65.7142857143,65.7142857143,959.480416376,959.480416376,,1.0,1.0,0.0,139.0,93.0,lctrl,451.989503188,-10.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,709367.798603,707994.81888,1.0
7,66.6666666667,66.6666666667,942.810803436,942.810803436,,1.0,1.0,0.0,143.0,97.0,lctrl,429.806081016,-10.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,718797.894976,717458.613169,1.0
8,67.4846625767,67.4846625767,894.730575557,894.730575557,,1.0,1.0,0.0,162.0,116.0,return,508.29725121,0.0,return,88.0,0.0,True,88.0,0.0,447566.739425,787798.661414,786562.327568,1.0
9,67.032967033,67.032967033,837.826420806,837.826420806,,0.0,0.0,0.0,181.0,135.0,return,253.284205446,0.0,lctrl,88.0,0.0,False,88.0,0.0,447566.739425,832949.178248,831714.425897,1.0
