,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
0,65.5172413793,65.5172413793,122.869994064,122.869994064,,1.0,1.0,0.0,57.0,11.0,return,311.460841705,-10.0,return,88.0,0.0,True,88.0,0.0,163385.914242,188140.451145,186817.08877,1.0
1,66.1016949153,66.1016949153,122.716420205,122.716420205,,0.0,1.0,0.0,58.0,12.0,return,113.809136405,10.0,return,88.0,0.0,True,88.0,0.0,163385.914242,190448.626168,189155.367652,1.0
2,63.6363636364,63.6363636364,137.615570847,137.615570847,,1.0,0.0,0.0,65.0,19.0,return,271.775809935,0.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,205826.462306,204639.0609,1.0
3,64.1791044776,64.1791044776,136.191758821,136.191758821,,1.0,1.0,0.0,66.0,20.0,lctrl,42.2201651163,-10.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,208124.599425,206802.298679,1.0
4,64.9350649351,64.9350649351,150.047120327,150.047120327,,0.0,1.0,0.0,76.0,30.0,lctrl,373.062203198,0.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,230077.177139,228814.727969,1.0
5,64.1975308642,64.1975308642,151.361251148,151.361251148,,0.0,0.0,0.0,80.0,34.0,lctrl,277.560399722,0.0,return,88.0,0.0,True,88.0,0.0,163385.914242,238680.362164,237488.646273,1.0
6,63.829787234,63.829787234,176.824824223,176.824824223,,0.0,0.0,0.0,93.0,47.0,lctrl,446.980370729,0.0,return,88.0,0.0,True,88.0,0.0,163385.914242,268536.66598,267280.894814,1.0
7,65.873015873,65.873015873,204.663618853,204.663618853,,1.0,1.0,0.0,125.0,79.0,return,194.573863115,0.0,return,88.0,0.0,True,88.0,0.0,163385.914242,345435.652131,344243.304156,1.0
8,66.4122137405,66.4122137405,215.767620431,215.767620431,,0.0,1.0,0.0,130.0,84.0,lctrl,498.628105455,5.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,357655.899486,356411.647544,1.0
9,67.8787878788,67.8787878788,248.757791869,248.757791869,,1.0,1.0,0.0,164.0,118.0,lctrl,305.228355704,-10.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,444516.983354,443196.103439,1.0
10,70.0934579439,70.0934579439,290.254572906,290.254572906,,1.0,1.0,0.0,213.0,167.0,lctrl,300.851002805,0.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,581048.638538,579828.021447,1.0
11,69.3181818182,69.3181818182,322.364765032,322.364765032,,0.0,1.0,0.0,263.0,217.0,return,466.411522149,10.0,return,88.0,0.0,True,88.0,0.0,163385.914242,723045.954899,721754.60249,1.0
12,70.2205882353,70.2205882353,319.822998637,319.822998637,,0.0,1.0,0.0,271.0,225.0,lctrl,112.338691095,10.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,741331.45781,740035.547939,1.0
13,69.9275362319,69.9275362319,323.358905507,323.358905507,,0.0,0.0,0.0,275.0,229.0,return,329.658749302,0.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,751233.591468,750037.596095,1.0
14,69.6369636964,69.6369636964,337.055865948,337.055865948,,1.0,1.0,0.0,302.0,256.0,return,252.332764459,-5.0,return,88.0,0.0,True,88.0,0.0,163385.914242,827563.038503,826289.932598,1.0
15,69.5081967213,69.5081967213,337.288049989,337.288049989,,1.0,1.0,0.0,304.0,258.0,lctrl,384.534870995,-5.0,lctrl,88.0,0.0,False,88.0,0.0,163385.914242,832079.4975,830805.409145,1.0
