,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
0,74.5454545455,74.5454545455,981.41878518,981.41878518,,1.0,1.0,0.0,54.0,8.0,return,836.353157307,-5.0,return,88.0,0.0,True,88.0,0.0,266132.53322,291486.239349,290212.833872,1.0
1,75.0,75.0,983.834192726,983.834192726,,0.0,1.0,0.0,55.0,9.0,lctrl,1116.68160777,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,294214.066428,293026.101841,1.0
2,74.2857142857,74.2857142857,943.949242917,943.949242917,,1.0,1.0,0.0,69.0,23.0,return,389.107360468,-10.0,return,88.0,0.0,True,88.0,0.0,266132.53322,333722.471052,332358.144621,1.0
3,72.3684210526,72.3684210526,914.859093761,914.859093761,,0.0,0.0,0.0,75.0,29.0,return,456.496591867,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,348990.217034,347730.819264,1.0
4,76.404494382,76.404494382,876.76923281,876.76923281,,0.0,1.0,0.0,88.0,42.0,lctrl,1096.04521886,5.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,382743.24711,381431.173636,1.0
5,81.2030075188,81.2030075188,752.305603253,752.305603253,,1.0,1.0,0.0,132.0,86.0,lctrl,571.79170181,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,494983.365085,493790.69626,1.0
6,81.6901408451,81.6901408451,765.278315267,765.278315267,,0.0,1.0,0.0,141.0,95.0,return,2224.41758596,0.0,return,88.0,0.0,True,88.0,0.0,266132.53322,519763.522602,518502.23029,1.0
7,82.4242424242,82.4242424242,760.108908868,760.108908868,,1.0,0.0,0.0,164.0,118.0,lctrl,1086.61941246,0.0,return,88.0,0.0,True,88.0,0.0,266132.53322,592195.56076,591004.637291,1.0
8,82.1782178218,82.1782178218,774.51713097,774.51713097,,0.0,1.0,0.0,201.0,155.0,lctrl,460.566030939,5.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,771791.816333,770546.031048,1.0
9,81.8181818182,81.8181818182,772.987722356,772.987722356,,0.0,1.0,0.0,208.0,162.0,return,1306.90740981,5.0,return,88.0,0.0,True,88.0,0.0,266132.53322,789767.425865,788452.840723,1.0
10,80.7272727273,80.7272727273,770.774502997,770.774502997,,1.0,1.0,0.0,274.0,228.0,lctrl,372.712023724,-10.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,992245.390404,990925.69731,1.0
11,80.204778157,80.204778157,767.018164154,767.018164154,,0.0,0.0,0.0,292.0,246.0,return,804.599978388,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,1040007.16595,1038745.46177,1.0
12,78.2208588957,78.2208588957,757.205458475,757.205458475,,0.0,0.0,0.0,325.0,279.0,return,563.228718447,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,1176837.65504,1175619.47363,1.0
13,78.3536585366,78.3536585366,758.756451115,758.756451115,,1.0,1.0,0.0,327.0,281.0,lctrl,1493.54904702,-5.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,1181943.57871,1180628.98202,1.0
14,79.0760869565,79.0760869565,750.570355877,750.570355877,,1.0,1.0,0.0,367.0,321.0,return,362.720403878,-10.0,return,88.0,0.0,True,88.0,0.0,266132.53322,1539647.26816,1538327.92169,1.0
15,78.9473684211,78.9473684211,734.313210112,734.313210112,,1.0,0.0,0.0,417.0,371.0,return,1042.6137387,0.0,lctrl,88.0,0.0,False,88.0,0.0,266132.53322,1669553.2789,1668334.03995,1.0
