,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
0,85.1851851852,85.1851851852,664.164947717,664.164947717,,0.0,1.0,0.0,53.0,7.0,return,1237.93072861,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,250542.640311,249252.399802,1.0
1,83.0508474576,83.0508474576,666.843310831,666.843310831,,0.0,0.0,0.0,58.0,12.0,return,1073.66309492,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,264042.761558,262771.780554,1.0
2,83.606557377,83.606557377,653.195074618,653.195074618,,0.0,1.0,0.0,60.0,14.0,return,255.558423155,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,269412.826877,268092.027582,1.0
3,81.1111111111,81.1111111111,587.292289539,587.292289539,,1.0,1.0,0.0,89.0,43.0,return,640.012204932,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,339763.612526,338490.727795,1.0
4,79.797979798,79.797979798,608.925745369,608.925745369,,0.0,0.0,0.0,98.0,52.0,lctrl,2201.41422371,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,365553.906503,364346.82574,1.0
5,80.0,80.0,609.863839105,609.863839105,,0.0,1.0,0.0,119.0,73.0,lctrl,638.237378049,5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,421324.517059,420073.802782,1.0
6,79.5081967213,79.5081967213,613.491060416,613.491060416,,0.0,0.0,0.0,121.0,75.0,lctrl,1168.10371475,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,426434.573313,425201.670184,1.0
7,77.304964539,77.304964539,628.795908364,628.795908364,,1.0,1.0,0.0,140.0,94.0,return,662.957063952,-10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,478355.16619,477049.735825,1.0
8,77.1812080537,77.1812080537,623.738480585,623.738480585,,1.0,1.0,0.0,148.0,102.0,lctrl,392.230391494,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,512665.541476,511385.313983,1.0
9,76.821192053,76.821192053,620.379520883,620.379520883,,0.0,1.0,0.0,150.0,104.0,lctrl,384.117272802,5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,517345.607829,516024.961089,1.0
10,76.5432098765,76.5432098765,596.772798054,596.772798054,,0.0,1.0,0.0,161.0,115.0,lctrl,251.548188029,10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,542325.87656,541024.683259,1.0
11,77.1929824561,77.1929824561,584.017277468,584.017277468,,0.0,0.0,0.0,170.0,124.0,return,413.092904409,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,563516.120285,562312.541234,1.0
12,77.990430622,77.990430622,1488.88792308,1488.88792308,,1.0,1.0,0.0,208.0,162.0,return,306.642946058,-5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,859579.407308,858253.781728,1.0
13,77.8242677824,77.8242677824,1361.91766565,1361.91766565,,0.0,0.0,0.0,238.0,192.0,lctrl,605.036059959,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,933520.21907,932284.264822,1.0
14,78.0487804878,78.0487804878,1344.41360537,1344.41360537,,1.0,1.0,0.0,245.0,199.0,return,654.611886759,-10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,952870.437969,951564.359811,1.0
15,78.9473684211,78.9473684211,1210.57835174,1210.57835174,,0.0,1.0,0.0,284.0,238.0,lctrl,140.055877779,5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1162142.74835,1160818.07976,1.0
16,79.8076923077,79.8076923077,1502.55558265,1502.55558265,,1.0,1.0,0.0,311.0,265.0,return,352.167889662,-5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1340104.71788,1338816.24241,1.0
17,80.1857585139,80.1857585139,1461.75826865,1461.75826865,,1.0,1.0,0.0,322.0,276.0,lctrl,249.612311824,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1365735.00386,1364399.92535,1.0
18,80.4281345566,80.4281345566,1446.6602936,1446.6602936,,1.0,1.0,0.0,326.0,280.0,lctrl,325.425410138,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1374635.10447,1373375.42864,1.0
19,80.9917355372,80.9917355372,1663.06645044,1663.06645044,,1.0,1.0,0.0,362.0,316.0,lctrl,487.018316334,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1577247.33931,1575941.69601,1.0
20,80.8398950131,80.8398950131,1613.67865327,1613.67865327,,1.0,0.0,0.0,380.0,334.0,lctrl,1235.99232205,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1623417.85111,1622133.62842,1.0
21,80.890052356,80.890052356,1610.29182728,1610.29182728,,1.0,1.0,0.0,381.0,335.0,lctrl,319.911126006,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1626677.89705,1625357.23526,1.0
22,81.038961039,81.038961039,1599.03620667,1599.03620667,,0.0,1.0,0.0,384.0,338.0,return,207.766187978,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1633357.96585,1632021.21994,1.0
23,81.1369509044,81.1369509044,1592.29035511,1592.29035511,,0.0,1.0,0.0,386.0,340.0,lctrl,373.680444225,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1637648.01682,1636445.02534,1.0
24,81.1855670103,81.1855670103,1588.56183248,1588.56183248,,0.0,1.0,0.0,387.0,341.0,return,145.62357332,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1640028.03335,1638725.27067,1.0
25,81.2820512821,81.2820512821,1581.96695477,1581.96695477,,0.0,1.0,0.0,389.0,343.0,lctrl,425.54062376,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1644268.08896,1643061.16683,1.0
26,79.8594847775,79.8594847775,1772.97687163,1772.97687163,,0.0,1.0,0.0,426.0,380.0,return,310.875746363,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1858740.46186,1857410.51866,1.0
27,80.0448430493,80.0448430493,1710.97691591,1710.97691591,,0.0,0.0,0.0,445.0,399.0,return,239.89952167,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,1902530.954,1901322.21251,1.0
28,80.1324503311,80.1324503311,1689.08955669,1689.08955669,,0.0,0.0,0.0,452.0,406.0,lctrl,521.557972351,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,1919161.12554,1917930.45046,1.0
29,80.1886792453,80.1886792453,1506.33182718,1506.33182718,,0.0,1.0,0.0,529.0,483.0,return,374.961519074,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2221984.48287,2220775.04012,1.0
30,80.6921675774,80.6921675774,1675.31308591,1675.31308591,,0.0,1.0,0.0,548.0,502.0,return,137.443052948,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2382916.2751,2381613.26143,1.0
31,81.0402684564,81.0402684564,1576.73724574,1576.73724574,,1.0,1.0,0.0,595.0,549.0,return,216.992346357,-10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2496467.51032,2495131.67131,1.0
32,81.0720268007,81.0720268007,1574.68726498,1574.68726498,,0.0,1.0,0.0,596.0,550.0,lctrl,352.898730171,5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2499547.55904,2498219.53098,1.0
33,81.1980033278,81.1980033278,1566.69776447,1566.69776447,,1.0,1.0,0.0,600.0,554.0,return,334.696222693,-5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2509117.64993,2507787.8098,1.0
34,80.9061488673,80.9061488673,1532.10917793,1532.10917793,,1.0,1.0,0.0,617.0,571.0,lctrl,243.843537357,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2548008.08919,2546722.91935,1.0
35,80.608974359,80.608974359,1522.75216189,1522.75216189,,0.0,1.0,0.0,623.0,577.0,return,329.520437361,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2563298.25261,2561995.23653,1.0
36,79.8136645963,79.8136645963,1488.30546569,1488.30546569,,1.0,1.0,0.0,643.0,597.0,lctrl,572.484393131,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2610878.77904,2609602.25334,1.0
37,79.2168674699,79.2168674699,1625.42337761,1625.42337761,,1.0,1.0,0.0,663.0,617.0,lctrl,270.95699996,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2772930.56562,2771648.42502,1.0
38,79.3557833089,79.3557833089,1590.60245714,1590.60245714,,0.0,1.0,0.0,682.0,636.0,lctrl,273.980289787,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2817911.06822,2816632.37502,1.0
39,79.4366197183,79.4366197183,1545.16742298,1545.16742298,,1.0,1.0,0.0,709.0,663.0,lctrl,378.559344423,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2883701.79243,2882399.68826,1.0
40,79.2189679219,79.2189679219,1534.16895802,1534.16895802,,1.0,1.0,0.0,716.0,670.0,lctrl,518.167520726,-5.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,2900041.98421,2898791.69224,1.0
41,79.6246648794,79.6246648794,1651.69024879,1651.69024879,,0.0,1.0,0.0,745.0,699.0,return,121725.371874,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,2968632.7489,2967430.69129,1.0
42,79.3506493506,79.3506493506,1610.74064545,1610.74064545,,1.0,0.0,0.0,769.0,723.0,return,398.150846017,10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3268326.05732,3266987.26783,1.0
43,79.3324775353,79.3324775353,1596.85644136,1596.85644136,,0.0,1.0,0.0,778.0,732.0,return,327.657619502,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3289916.30099,3288578.84391,1.0
44,79.1082802548,79.1082802548,1588.81539409,1588.81539409,,1.0,0.0,0.0,784.0,738.0,return,357.348896228,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3305206.47126,3303931.21421,1.0
45,79.1348600509,79.1348600509,1587.08574157,1587.08574157,,0.0,1.0,0.0,785.0,739.0,return,229.308516638,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3307606.49857,3306267.25365,1.0
46,78.9873417722,78.9873417722,1581.62532016,1581.62532016,,0.0,0.0,0.0,789.0,743.0,lctrl,569.063960418,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3317306.60416,3316074.6798,1.0
47,78.7765293383,78.7765293383,1570.02687829,1570.02687829,,0.0,1.0,0.0,800.0,754.0,return,298.393995489,10.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3348816.95446,3347442.54889,1.0
48,78.928136419,78.928136419,1541.25750464,1541.25750464,,0.0,1.0,0.0,820.0,774.0,lctrl,517.358103909,0.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3396277.47358,3395042.66151,1.0
49,78.9090909091,78.9090909091,1535.09008437,1535.09008437,,0.0,1.0,0.0,824.0,778.0,lctrl,209.153860426,10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3405737.57671,3404361.90741,1.0
50,78.8598574822,78.8598574822,1512.99863411,1512.99863411,,0.0,1.0,0.0,841.0,795.0,return,276.245145376,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3446958.05279,3445633.91281,1.0
51,78.841607565,78.841607565,1507.03470437,1507.03470437,,0.0,1.0,0.0,845.0,799.0,return,218.056430111,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3455928.13152,3454673.91036,1.0
52,78.6295005807,78.6295005807,1487.76454231,1487.76454231,,1.0,0.0,0.0,860.0,814.0,lctrl,327.094588574,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3500098.61944,3498897.09566,1.0
53,78.6790266512,78.6790266512,1484.78486716,1484.78486716,,1.0,1.0,0.0,862.0,816.0,lctrl,125.010265869,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3504708.66747,3503400.97204,1.0
54,78.4156142365,78.4156142365,1475.57001389,1475.57001389,,0.0,1.0,0.0,870.0,824.0,return,346.5822814,0.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3524118.88816,3522841.18304,1.0
55,78.3352337514,78.3352337514,1467.62578762,1467.62578762,,1.0,1.0,0.0,876.0,830.0,lctrl,222.258014177,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3538099.07079,3536720.9464,1.0
56,78.1216648879,78.1216648879,1406.23296465,1406.23296465,,1.0,0.0,0.0,936.0,890.0,lctrl,722.819409915,5.0,return,88.0,0.0,True,88.0,0.0,229588.929375,3695460.80349,3694175.45082,1.0
57,78.4114052953,78.4114052953,1373.3077757,1373.3077757,,1.0,1.0,0.0,981.0,935.0,lctrl,471.972787363,-10.0,lctrl,88.0,0.0,False,88.0,0.0,229588.929375,3825662.23808,3824325.58724,1.0
