,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
21,66.6666666667,66.6666666667,841.892641252,841.892641252,,0.0,1.0,0.0,422.0,376.0,lctrl,503.068645914,10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,5886269.84952,5884912.14124,1.0
22,66.5178571429,66.5178571429,838.042990213,838.042990213,,0.0,1.0,0.0,447.0,401.0,lctrl,1223.21289606,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6055544.25511,6054355.34512,1.0
23,66.2027833002,66.2027833002,831.358310118,831.358310118,,0.0,1.0,0.0,502.0,456.0,return,1968.26517179,10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,6352216.57198,6350891.71418,1.0
24,66.2109375,66.2109375,826.160485456,826.160485456,,1.0,1.0,0.0,511.0,465.0,lctrl,127.860246456,-5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6376806.85304,6375533.21818,1.0
25,66.5377176015,66.5377176015,821.88574836,821.88574836,,1.0,1.0,0.0,516.0,470.0,return,673.735993142,-10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,6388017.85456,6386701.40954,1.0
26,66.6666666667,66.6666666667,819.110610304,819.110610304,,0.0,1.0,0.0,527.0,481.0,lctrl,1347.4526161,10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6416884.78169,6415563.39523,1.0
27,66.7296786389,66.7296786389,818.473731747,818.473731747,,0.0,1.0,0.0,528.0,482.0,lctrl,482.201853694,5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6420202.09191,6418935.65563,1.0
28,66.7293233083,66.7293233083,817.305633735,817.305633735,,0.0,1.0,0.0,531.0,485.0,lctrl,368.853277949,5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6428045.78433,6426808.8254,1.0
29,66.4825046041,66.4825046041,814.439195745,814.439195745,,0.0,1.0,0.0,542.0,496.0,lctrl,790.312933917,5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6456513.04124,6455275.51037,1.0
30,66.4246823956,66.4246823956,810.510767214,810.510767214,,1.0,1.0,0.0,550.0,504.0,lctrl,843.474250901,-10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,6478215.67313,6476920.60839,1.0
31,66.3669064748,66.3669064748,805.324135745,805.324135745,,1.0,1.0,0.0,555.0,509.0,return,142.993462392,-5.0,return,88.0,0.0,True,88.0,0.0,186266.908307,6490106.10514,6488792.82222,1.0
32,66.1016949153,66.1016949153,814.427026492,814.427026492,,1.0,1.0,0.0,589.0,543.0,return,729.439902457,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,6589786.29379,6588563.0306,1.0
33,65.8862876254,65.8862876254,839.079997162,839.079997162,,1.0,1.0,0.0,597.0,551.0,return,787.544695864,-10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,7844740.62398,7843382.51436,1.0
34,65.9432387312,65.9432387312,838.402163515,838.402163515,,0.0,1.0,0.0,598.0,552.0,return,433.057642287,10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,7847588.34676,7846231.77656,1.0
35,66.2576687117,66.2576687117,821.989925195,821.989925195,,1.0,1.0,0.0,651.0,605.0,lctrl,438.311721409,-5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,7987536.18487,7986265.14494,1.0
36,66.4167916042,66.4167916042,819.887144001,819.887144001,,1.0,1.0,0.0,666.0,620.0,lctrl,1090.51214103,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,8027324.35112,8026064.20267,1.0
37,66.0349854227,66.0349854227,813.137757022,813.137757022,,0.0,0.0,0.0,685.0,639.0,return,536.922301067,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,8076295.10723,8075075.21377,1.0
38,66.0869565217,66.0869565217,813.512732322,813.512732322,,1.0,0.0,0.0,689.0,643.0,lctrl,1860.64303594,5.0,return,88.0,0.0,True,88.0,0.0,186266.908307,8086317.06555,8085001.25159,1.0
39,65.8992805755,65.8992805755,812.620595936,812.620595936,,0.0,1.0,0.0,694.0,648.0,lctrl,1193.90681783,5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,8100195.94375,8098929.78272,1.0
40,65.3585926928,65.3585926928,807.10242458,807.10242458,,1.0,0.0,0.0,738.0,692.0,return,517.000910059,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,8890013.0256,8888821.6573,1.0
41,65.4054054054,65.4054054054,806.62166185,806.62166185,,1.0,1.0,0.0,739.0,693.0,return,451.338004379,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,8892491.08122,8891233.81145,1.0
42,65.6209150327,65.6209150327,806.60698507,806.60698507,,1.0,1.0,0.0,764.0,718.0,return,1234.48974501,-10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,8962145.24686,8960853.89201,1.0
43,65.4498044329,65.4498044329,807.078119498,807.078119498,,1.0,0.0,0.0,766.0,720.0,return,1054.08734801,10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,8968320.33231,8967026.54702,1.0
44,65.5969191271,65.5969191271,807.524719184,807.524719184,,0.0,1.0,0.0,778.0,732.0,return,966.973146122,5.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9002453.00044,9001184.02258,1.0
45,65.7395701643,65.7395701643,805.299030579,805.299030579,,0.0,1.0,0.0,790.0,744.0,return,428.821347715,10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9034847.11211,9033561.32738,1.0
46,66.0122699387,66.0122699387,798.202033139,798.202033139,,1.0,1.0,0.0,814.0,768.0,return,446.186893109,-10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9106169.96458,9104850.61709,1.0
47,66.3449939686,66.3449939686,797.724042132,797.724042132,,1.0,1.0,0.0,828.0,782.0,return,1134.2717794,-10.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9143999.73018,9142641.48701,1.0
48,66.1887694146,66.1887694146,797.283227968,797.283227968,,0.0,1.0,0.0,836.0,790.0,lctrl,456.762337282,10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9166581.57942,9165261.80137,1.0
49,66.3120567376,66.3120567376,799.254371881,799.254371881,,1.0,1.0,0.0,845.0,799.0,lctrl,763.215737021,-10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9193060.38572,9191739.57357,1.0
50,66.2777129522,66.2777129522,802.568986052,802.568986052,,0.0,1.0,0.0,856.0,810.0,lctrl,2789.23567948,5.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9225904.11518,9224595.88822,1.0
51,66.2004662005,66.2004662005,803.015294361,803.015294361,,1.0,0.0,0.0,857.0,811.0,lctrl,1185.50151461,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9230590.34427,9229397.37707,1.0
52,66.1308840413,66.1308840413,802.269317716,802.269317716,,1.0,1.0,0.0,870.0,824.0,return,983.559466146,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9266191.84236,9265005.01178,1.0
53,66.2084765178,66.2084765178,801.435448454,801.435448454,,1.0,1.0,0.0,872.0,826.0,lctrl,501.067739256,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9271497.64635,9270278.56474,1.0
54,66.5532879819,66.5532879819,800.34805443,800.34805443,,0.0,1.0,0.0,881.0,835.0,lctrl,320.313280543,10.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9295668.21787,9294350.03939,1.0
55,66.40537514,66.40537514,801.403528641,801.403528641,,1.0,1.0,0.0,892.0,846.0,return,976.001014046,-5.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9326523.5725,9325216.27225,1.0
56,66.0297239915,66.0297239915,869.067183374,869.067183374,,1.0,0.0,0.0,941.0,895.0,return,495.415042005,0.0,lctrl,88.0,0.0,False,88.0,0.0,186266.908307,9628102.11862,9626844.06283,1.0
57,65.9420289855,65.9420289855,863.515601862,863.515601862,,1.0,0.0,0.0,965.0,919.0,lctrl,521.011219075,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9691631.20619,9690371.56171,1.0
58,65.7630522088,65.7630522088,860.579411014,860.579411014,,0.0,0.0,0.0,995.0,949.0,lctrl,1319.47730391,-5.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9773076.06062,9771807.95442,1.0
59,65.8316633267,65.8316633267,860.225997306,860.225997306,,1.0,1.0,0.0,997.0,951.0,return,676.525640355,0.0,return,88.0,0.0,True,88.0,0.0,186266.908307,9780070.39331,9778807.63396,1.0
0,65.6565656566,65.6565656566,1040.09953401,1040.09953401,,1.0,0.0,0.0,98.0,52.0,lctrl,1136.05281741,0.0,return,88.0,0.0,True,120.0,0.0,186266.908307,340696.695446,339438.337888,2.0
1,70.5521472393,70.5521472393,956.366058341,956.366058341,,0.0,1.0,0.0,162.0,116.0,lctrl,888.781465514,5.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,522481.164019,521213.945449,2.0
2,70.303030303,70.303030303,954.65251475,954.65251475,,1.0,0.0,0.0,164.0,118.0,return,736.488272876,0.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,528196.535726,526935.487072,2.0
3,68.5714285714,68.5714285714,952.100024749,952.100024749,,0.0,1.0,0.0,174.0,128.0,lctrl,331.717904784,10.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,557393.152672,556067.505113,2.0
4,68.75,68.75,950.688790214,950.688790214,,0.0,1.0,0.0,175.0,129.0,return,703.722746654,5.0,return,88.0,0.0,True,120.0,0.0,186266.908307,559741.254359,558428.726536,2.0
5,67.7419354839,67.7419354839,867.427538615,867.427538615,,1.0,0.0,0.0,216.0,170.0,lctrl,613.517810041,10.0,return,88.0,0.0,True,120.0,0.0,186266.908307,664727.207573,663369.477202,2.0
6,66.8016194332,66.8016194332,871.581174163,871.581174163,,0.0,1.0,0.0,246.0,200.0,lctrl,757.233066888,0.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,753755.949877,752530.667089,2.0
7,66.935483871,66.935483871,869.877657627,869.877657627,,0.0,1.0,0.0,247.0,201.0,return,449.109073201,10.0,return,88.0,0.0,True,120.0,0.0,186266.908307,756513.752495,755216.871368,2.0
8,66.6666666667,66.6666666667,852.70527616,852.70527616,,0.0,1.0,0.0,272.0,226.0,return,373.205114003,0.0,return,88.0,0.0,True,120.0,0.0,186266.908307,822780.76309,821519.671278,2.0
9,66.6666666667,66.6666666667,882.867555894,882.867555894,,0.0,1.0,0.0,338.0,292.0,return,733.156939997,0.0,return,88.0,0.0,True,120.0,0.0,186266.908307,5656783.68255,5655563.52063,2.0
10,66.3742690058,66.3742690058,880.079164638,880.079164638,,0.0,1.0,0.0,341.0,295.0,lctrl,620.112510224,10.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,5664507.48131,5663213.33546,2.0
11,66.9540229885,66.9540229885,874.490661455,874.490661455,,0.0,1.0,0.0,347.0,301.0,lctrl,549.066730644,0.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,5683342.46496,5682120.25116,2.0
12,66.4041994751,66.4041994751,851.926150678,851.926150678,,0.0,1.0,0.0,380.0,334.0,return,588.603327732,0.0,return,88.0,0.0,True,120.0,0.0,186266.908307,5768594.14932,5767406.02909,2.0
13,66.3043478261,66.3043478261,841.700052295,841.700052295,,1.0,0.0,0.0,459.0,413.0,return,461.640566751,0.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,6091605.39932,6090386.29868,2.0
14,66.1052631579,66.1052631579,836.88820882,836.88820882,,0.0,1.0,0.0,474.0,428.0,return,473.104660876,10.0,return,88.0,0.0,True,120.0,0.0,186266.908307,6131773.15536,6130476.19811,2.0
15,65.9663865546,65.9663865546,836.50907977,836.50907977,,1.0,0.0,0.0,475.0,429.0,return,656.422781249,0.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,6134211.19658,6132949.40234,2.0
16,66.4272890485,66.4272890485,804.376410677,804.376410677,,0.0,1.0,0.0,556.0,510.0,return,277.44127264,5.0,return,88.0,0.0,True,120.0,0.0,186266.908307,6492224.41011,6490953.07419,2.0
17,66.5474060823,66.5474060823,804.792034646,804.792034646,,0.0,1.0,0.0,558.0,512.0,lctrl,537.328055579,10.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,6497859.90085,6496539.61748,2.0
18,65.5737704918,65.5737704918,834.861966309,834.861966309,,0.0,1.0,0.0,609.0,563.0,lctrl,697.983053462,10.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,7876045.54441,7874753.71415,2.0
19,65.4838709677,65.4838709677,832.057603876,832.057603876,,0.0,1.0,0.0,619.0,573.0,lctrl,459.56897589,10.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,7902704.20156,7901344.42679,2.0
20,65.5948553055,65.5948553055,830.894277786,830.894277786,,0.0,1.0,0.0,621.0,575.0,lctrl,278.747910907,5.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,7907740.14244,7906427.96056,2.0
21,65.6500802568,65.6500802568,830.171955676,830.171955676,,0.0,1.0,0.0,622.0,576.0,return,380.887603285,10.0,return,88.0,0.0,True,120.0,0.0,186266.908307,7910008.35705,7908722.19069,2.0
22,66.1313868613,66.1313868613,813.540991264,813.540991264,,0.0,1.0,0.0,684.0,638.0,return,345.213150253,5.0,return,88.0,0.0,True,120.0,0.0,186266.908307,8074026.87937,8072720.15173,2.0
23,65.4808959157,65.4808959157,800.857940435,800.857940435,,1.0,0.0,0.0,758.0,712.0,lctrl,1109.6961055,5.0,return,88.0,0.0,True,120.0,0.0,186266.908307,8941252.03064,8940011.74275,2.0
24,65.5526992288,65.5526992288,807.31977262,807.31977262,,0.0,1.0,0.0,777.0,731.0,return,435.950597182,10.0,return,88.0,0.0,True,120.0,0.0,186266.908307,9000044.90588,8998686.78335,2.0
25,66.5536723164,66.5536723164,800.148040168,800.148040168,,0.0,1.0,0.0,884.0,838.0,lctrl,1118.6614451,5.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,9303042.40237,9301806.80512,2.0
26,66.404494382,66.404494382,800.649939182,800.649939182,,1.0,0.0,0.0,889.0,843.0,lctrl,580.896710671,5.0,return,88.0,0.0,True,120.0,0.0,186266.908307,9317820.51038,9316511.29826,2.0
27,65.9978880676,65.9978880676,869.187307956,869.187307956,,1.0,0.0,0.0,946.0,900.0,lctrl,491.418326102,0.0,return,88.0,0.0,True,120.0,0.0,186266.908307,9643120.10028,9641904.60521,2.0
28,65.866388309,65.866388309,865.191393974,865.191393974,,1.0,0.0,0.0,957.0,911.0,return,509.729612537,5.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,9670488.13049,9669213.44658,2.0
29,65.7977059437,65.7977059437,866.362748739,866.362748739,,1.0,0.0,0.0,958.0,912.0,return,1988.52061362,5.0,lctrl,88.0,0.0,False,120.0,0.0,186266.908307,9673016.13707,9671701.65421,2.0
0,68.253968254,68.253968254,1115.73103362,1115.73103362,,0.0,1.0,0.0,62.0,16.0,return,1676.09949617,0.0,return,88.0,0.0,True,152.0,0.0,186266.908307,233402.623335,232215.333986,3.0
1,68.4782608696,68.4782608696,1042.48857861,1042.48857861,,0.0,1.0,0.0,91.0,45.0,lctrl,1522.85920319,10.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,316586.03185,315269.893015,3.0
2,69.7841726619,69.7841726619,997.916979673,997.916979673,,0.0,1.0,0.0,138.0,92.0,return,468.693694766,5.0,return,88.0,0.0,True,152.0,0.0,186266.908307,456453.968952,455210.166563,3.0
3,71.0526315789,71.0526315789,976.894571382,976.894571382,,0.0,1.0,0.0,151.0,105.0,return,386.557631755,5.0,return,88.0,0.0,True,152.0,0.0,186266.908307,493794.116288,492550.9837,3.0
4,69.7297297297,69.7297297297,929.005688737,929.005688737,,0.0,1.0,0.0,184.0,138.0,return,332.458729601,10.0,return,88.0,0.0,True,152.0,0.0,186266.908307,582612.958113,581254.062133,3.0
5,69.4736842105,69.4736842105,916.550804432,916.550804432,,1.0,0.0,0.0,189.0,143.0,lctrl,648.809277031,0.0,return,88.0,0.0,True,152.0,0.0,186266.908307,594423.531587,593229.291737,3.0
6,70.1492537313,70.1492537313,892.417512433,892.417512433,,1.0,0.0,0.0,200.0,154.0,return,541.073638666,0.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,624389.546758,623132.510451,3.0
7,68.0555555556,68.0555555556,868.603046617,868.603046617,,1.0,0.0,0.0,215.0,169.0,return,386.949453321,5.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,662279.225709,661003.388084,3.0
8,66.6666666667,66.6666666667,873.764963625,873.764963625,,1.0,0.0,0.0,221.0,175.0,return,477.587670503,5.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,680444.656988,679202.09633,3.0
9,66.0869565217,66.0869565217,867.139617464,867.139617464,,0.0,1.0,0.0,229.0,183.0,return,440.700031875,10.0,return,88.0,0.0,True,152.0,0.0,186266.908307,701847.477084,700554.275273,3.0
10,66.8049792531,66.8049792531,877.497320838,877.497320838,,1.0,0.0,0.0,240.0,194.0,return,1812.68652304,10.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,734621.274722,733260.670426,3.0
11,66.9230769231,66.9230769231,863.184365679,863.184365679,,1.0,0.0,0.0,259.0,213.0,lctrl,437.255196481,0.0,return,88.0,0.0,True,152.0,0.0,186266.908307,788789.583323,787598.188174,3.0
12,67.0658682635,67.0658682635,884.85620097,884.85620097,,1.0,0.0,0.0,333.0,287.0,lctrl,565.351623322,0.0,return,88.0,0.0,True,152.0,0.0,186266.908307,5643364.51198,5642138.1312,3.0
13,66.1971830986,66.1971830986,865.196445461,865.196445461,,1.0,0.0,0.0,354.0,308.0,return,395.091389917,0.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,5700019.08338,5698755.95361,3.0
14,66.577540107,66.577540107,851.122051385,851.122051385,,0.0,1.0,0.0,373.0,327.0,lctrl,738.084104687,5.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,5748420.28147,5747151.90511,3.0
15,66.3716814159,66.3716814159,842.024051888,842.024051888,,1.0,0.0,0.0,451.0,405.0,lctrl,696.310420549,5.0,return,88.0,0.0,True,152.0,0.0,186266.908307,6069003.42716,6067767.73443,3.0
16,66.3811563169,66.3811563169,836.642403241,836.642403241,,0.0,1.0,0.0,466.0,420.0,lctrl,724.445112017,10.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,6108661.72682,6107367.77772,3.0
17,66.3602941176,66.3602941176,813.800324589,813.800324589,,1.0,0.0,0.0,543.0,497.0,return,466.893286564,0.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,6459200.88994,6458006.87132,3.0
18,66.1045531197,66.1045531197,819.278725797,819.278725797,,0.0,1.0,0.0,592.0,546.0,return,2007.32736913,5.0,return,88.0,0.0,True,152.0,0.0,186266.908307,6599828.25948,6598514.04916,3.0
19,65.4036243822,65.4036243822,835.373105407,835.373105407,,1.0,0.0,0.0,606.0,560.0,return,362.740793552,5.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,7868231.79559,7866955.91753,3.0
20,65.6151419558,65.6151419558,827.206492194,827.206492194,,1.0,0.0,0.0,633.0,587.0,lctrl,321.927463057,5.0,return,88.0,0.0,True,152.0,0.0,186266.908307,7939174.93389,7937901.34082,3.0
21,66.2739322533,66.2739322533,816.326111851,816.326111851,,0.0,1.0,0.0,678.0,632.0,return,362.647680707,10.0,return,88.0,0.0,True,152.0,0.0,186266.908307,8059308.66228,8057943.46623,3.0
22,66.1786237189,66.1786237189,814.221861498,814.221861498,,0.0,1.0,0.0,682.0,636.0,lctrl,536.431929412,10.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,8068771.14358,8067445.41277,3.0
23,65.8156028369,65.8156028369,819.878286373,819.878286373,,1.0,0.0,0.0,704.0,658.0,return,313.693772925,5.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,8805031.1595,8803787.83967,3.0
24,65.3947368421,65.3947368421,800.629887999,800.629887999,,1.0,0.0,0.0,759.0,713.0,return,627.538089611,0.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,8944289.63226,8943065.31152,3.0
25,65.5483870968,65.5483870968,807.432386471,807.432386471,,0.0,1.0,0.0,774.0,728.0,lctrl,689.693631556,10.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,8991331.91772,8990040.87756,3.0
26,66.0912453761,66.0912453761,799.459963691,799.459963691,,0.0,1.0,0.0,810.0,764.0,return,1243.52576881,10.0,return,88.0,0.0,True,152.0,0.0,186266.908307,9095148.76714,9093785.48806,3.0
27,65.8932714617,65.8932714617,802.612755121,802.612755121,,1.0,0.0,0.0,861.0,815.0,return,357.734448964,0.0,lctrl,88.0,0.0,False,152.0,0.0,186266.908307,9242081.13323,9240815.54719,3.0
28,65.935334873,65.935334873,801.903987901,801.903987901,,0.0,1.0,0.0,865.0,819.0,return,796.342840131,0.0,return,88.0,0.0,True,152.0,0.0,186266.908307,9252153.10164,9250964.58857,3.0
29,65.7548125633,65.7548125633,862.162359301,862.162359301,,1.0,0.0,0.0,986.0,940.0,lctrl,571.545666415,10.0,return,88.0,0.0,True,152.0,0.0,186266.908307,9749894.61121,9748599.53389,3.0
0,67.7777777778,67.7777777778,1043.86483776,1043.86483776,,1.0,0.0,0.0,89.0,43.0,lctrl,1661.22386979,5.0,return,88.0,0.0,True,224.0,0.0,186266.908307,310490.913342,309178.40285,4.0
1,68.0672268908,68.0672268908,1006.20865283,1006.20865283,,0.0,1.0,0.0,118.0,72.0,return,1221.66362068,0.0,return,88.0,0.0,True,224.0,0.0,186266.908307,397121.492891,395926.274338,4.0
2,68.5483870968,68.5483870968,1005.21248309,1005.21248309,,0.0,1.0,0.0,123.0,77.0,return,707.342593414,10.0,return,88.0,0.0,True,224.0,0.0,186266.908307,412499.160625,411182.708469,4.0
3,70.7006369427,70.7006369427,969.850531699,969.850531699,,0.0,1.0,0.0,156.0,110.0,return,1032.26360042,5.0,return,88.0,0.0,True,224.0,0.0,186266.908307,506913.555939,505633.308367,4.0
4,68.7861271676,68.7861271676,952.880117844,952.880117844,,0.0,1.0,0.0,172.0,126.0,lctrl,629.45064102,0.0,lctrl,88.0,0.0,False,224.0,0.0,186266.908307,551398.002016,550207.872045,4.0
5,69.0476190476,69.0476190476,872.922695982,872.922695982,,1.0,0.0,0.0,209.0,163.0,return,466.13581018,5.0,lctrl,88.0,0.0,False,224.0,0.0,186266.908307,646172.095984,644932.573048,4.0
6,67.0454545455,67.0454545455,860.710729915,860.710729915,,0.0,1.0,0.0,263.0,217.0,return,449.801982286,10.0,return,88.0,0.0,True,224.0,0.0,186266.908307,799479.411527,798161.274504,4.0
