,acc,accuracy,average_response_time,avg_rt,bg,correct,correct_keyboard_response,count_exp,count_keyboard_response,count_sequence,response_keyboard_response,response_time_keyboard_response,soa,t1first_resp,t1lum,t1ori,t1right,t2lum,t2ori,time_exp,time_keyboard_response,time_sequence,condition
0,79.1666666667,79.1666666667,522.493630449,522.493630449,,0.0,0.0,0.0,47.0,1.0,lctrl,713.867043471,0.0,return,88.0,0.0,True,88.0,0.0,228169.071985,231855.452882,230630.869632,1.0
1,80.0,80.0,514.800434711,514.800434711,,0.0,1.0,0.0,49.0,3.0,return,246.947814994,10.0,return,88.0,0.0,True,88.0,0.0,228169.071985,236951.411077,235630.526404,1.0
2,84.0,84.0,474.194540107,474.194540107,,0.0,1.0,0.0,74.0,28.0,lctrl,392.895033925,5.0,lctrl,88.0,0.0,False,88.0,0.0,228169.071985,296204.305241,294933.921376,1.0
3,84.8101265823,84.8101265823,469.628294666,469.628294666,,0.0,1.0,0.0,78.0,32.0,return,507.772936329,5.0,return,88.0,0.0,True,88.0,0.0,228169.071985,305536.919154,304297.022476,1.0
4,82.9545454545,82.9545454545,509.840718184,509.840718184,,1.0,1.0,0.0,87.0,41.0,lctrl,489.069361383,-5.0,lctrl,88.0,0.0,False,88.0,0.0,228169.071985,331266.47174,329958.704853,1.0
5,82.3008849558,82.3008849558,516.47087244,516.47087244,,1.0,1.0,0.0,112.0,66.0,return,397.62615007,-10.0,return,88.0,0.0,True,88.0,0.0,228169.071985,414640.296182,413279.831825,1.0
6,83.1932773109,83.1932773109,511.756066199,511.756066199,,0.0,1.0,0.0,118.0,72.0,lctrl,368.497264026,5.0,lctrl,88.0,0.0,False,88.0,0.0,228169.071985,429168.676423,427929.546741,1.0
7,81.3953488372,81.3953488372,505.547143309,505.547143309,,0.0,1.0,0.0,128.0,82.0,lctrl,418.830875342,0.0,lctrl,88.0,0.0,False,88.0,0.0,228169.071985,453099.700066,451879.050011,1.0
8,81.045751634,81.045751634,554.714484677,554.714484677,,1.0,1.0,0.0,152.0,106.0,return,487.890490396,-5.0,return,88.0,0.0,True,88.0,0.0,228169.071985,523164.045556,521855.692462,1.0
9,81.6091954023,81.6091954023,544.092875643,544.092875643,,1.0,1.0,0.0,173.0,127.0,return,427.810548737,-5.0,return,88.0,0.0,True,88.0,0.0,228169.071985,574743.109093,573427.295706,1.0
10,82.1621621622,82.1621621622,534.041399879,534.041399879,,1.0,1.0,0.0,184.0,138.0,return,551.406115448,-5.0,return,88.0,0.0,True,88.0,0.0,228169.071985,600552.584986,599280.332395,1.0
